route_id,agency_id,route_short_name,route_long_name,route_desc,route_type,route_url,route_color,route_text_color
OCESN-87576025-87328195,OCESN,"","Romorantin-Blanc-Argent - Thesee",,3,,,
OCESN-87576025-87643825,OCESN,"","Romorantin-Blanc-Argent - St-Aignan-Lep",,3,,,
OCESN-87576025-87643833,OCESN,"","Romorantin-Blanc-Argent - St-Aignan-Pl-Wilson",,3,,,
OCESN-87571471-87571000,OCESN,"","Loches - Tours",,3,,,
OCESN-87597377-87201541,OCESN,"","Buzançais - Châteauroux Gare Rout.",,3,,,
OCESN-87201541-87571000,OCESN,"","Châteauroux Gare Rout. - Tours",,3,,,
OCESN-87644096-87689992,OCESN,"","Chatillon-Mail - Châteauroux-Charmilles",,3,,,
OCESN-87597401-87571471,OCESN,"","Clion-sur-Indre - Loches",,3,,,
OCESN-87644096-87201541,OCESN,"","Chatillon-Mail - Châteauroux Gare Rout.",,3,,,
OCESN-87201541-87571471,OCESN,"","Châteauroux Gare Rout. - Loches",,3,,,
OCESN-87571430-87009696,OCESN,"","Cormery - La Douzillère",,3,,,
OCESN-87571471-87571406,OCESN,"","Loches - Montbazon",,3,,,
OCESN-87337543-87571430,OCESN,"","Chambourg-Chopin - Cormery",,3,,,
OCESN-87644187-87644328,OCESN,"","Loches-Lycee-St-Denis - Truyes-St-Blaise",,3,,,
OCESN-87571430-87571471,OCESN,"","Cormery - Loches",,3,,,
OCESN-87571471-87280057,OCESN,"","Loches - TOURS LYCEE GRANDMONT",,3,,,
OCESN-87571422-87571471,OCESN,"","Esvres - Loches",,3,,,
OCESN-87689745-87571000,OCESN,"","Reignac-Bourg-Du-Fau - Tours",,3,,,
OCESN-87571471-87644310,OCESN,"","Loches - Truyes-Pl-Du-Souvenir",,3,,,
OCESN-87009696-87571414,OCESN,"","La Douzillère - Veigné",,3,,,
OCESN-87571471-87644328,OCESN,"","Loches - Truyes-St-Blaise",,3,,,
OCESN-87644179-87571000,OCESN,"","Loches-LEP - Tours",,3,,,
OCESN-87571430-87571000,OCESN,"","Cormery - Tours",,3,,,
OCESN-87597377-87689976,OCESN,"","Buzançais - Châteauroux-Ly-B-Pascal",,3,,,
OCESN-87571422-87009696,OCESN,"","Esvres - La Douzillère",,3,,,
OCESN-87688960-87571471,OCESN,"","Courcay-Eglise - Loches",,3,,,
OCESN-87644096-87689984,OCESN,"","Chatillon-Mail - Châteauroux-L-Giraudoux",,3,,,
OCESN-87644096-87571000,OCESN,"","Chatillon-Mail - Tours",,3,,,
OCESN-87402008-87576009,OCESN,"","Romorantin-BA-G.R. - Vierzon",,3,,,
OCESN-87402008-87437376,OCESN,"","Romorantin-BA-G.R. - Vierzon-Bibliothèque",,3,,,
OCESN-87574004-87574335,OCESN,"","Blois-Chambord - Limeray",,3,,,
OCESN-87545756-87545525,OCESN,"","Châteaudun - Dourdan",,3,,,
OCESN-87690248-87545525,OCESN,"","Châteaudun-LEP-Paulsen - Dourdan",,3,,,
OCESN-87137810-87571000,OCESN,"","Chartres-Gare-Routière - Tours",,3,,,
OCESN-87545756-87574558,OCESN,"","Châteaudun - Vendôme",,3,,,
OCESN-87571000-87574558,OCESN,"","Tours - Vendôme",,2,,,
OCESN-87137810-87545756,OCENI,"","Chartres-Gare-Routière - Châteaudun",,3,,,
OCESN-87545756-87571000,OCESN,"","Châteaudun - Tours",,2,,,
OCESN-87574665-87571216,OCESN,"","Château-Renault - Vendôme-Villiers-s-Loir",,3,,,
OCE637179,OCESN,"","Car EPINAL-MIRECOURT-CONTREX-NEUFCHATEAU",,3,,,
OCE637180,OCESN,"","Car BRUYERES - LUNEVILLE",,3,,,
OCE637135,OCESN,"","Car METZ - LONGWY",,3,,,
OCESN-87194001-87192039,OCESN,"","Longwy - Metz-Ville",,3,,,
OCE637148,OCESN,"","Car BUSSANG - REMIREMONT",,3,,,
OCE637171,OCESN,"","Car LA BRESSE - REMIREMONT",,3,,,
OCE637145,OCESN,"","Car THIONVILLE - AUDUN LE ROMAN",,3,,,
OCE637137,OCESN,"","Car BITCHE - SARREGUEMINES",,3,,,
OCE637138,OCESN,"","Car LUTZELBOURG - SARREBOURG",,3,,,
OCE637144,OCESN,"","Car METZ - VERDUN",,3,,,
OCESN-87592006-87726802,OCESN,"","Limoges-Bénédictins - Roanne",,3,,,
OCESN-87641001-87726802,OCESN,"","Montluçon-Ville - Roanne",,3,,,
OCESN-87734004-87594093,OCESN,"","Clermont-Ferrand - Ussel",,3,,,
OCESN-87478404-87396002,OCESN,"","Laval - Le Mans",,2,,,
OCE324,OCESN,"","Nancy - Longwy - Luxembourg",,2,,,
OCE323,OCESN,"","Nancy - Metz - Luxembourg",,2,,,
OCESN-87763607-87763003,OCENI,"","Briançon - Gap",,3,,,
OCE367,OCESN,"","Besançon TGV - Besançon - Morteau - la Chaux de Fonds",,2,,,
OCE192718,OCESN,"","Pontarlier Frasne Vallorbe (autocar et train)",,2,,,
OCE368,OCESN,"","Dole Pontarlier -Besançon Dole St Claude",,2,,,
OCE645593,OCESN,"","Strasbourg - Lauterbourg",,3,,,
OCE645579,OCESN,"","Strasbourg - Sarrebruck",,3,,,
OCE645588,OCESN,"","Strasbourg - Haguenau - Wissembourg",,3,,,
OCE645640,OCESN,"","Mulhouse - Mullheim",,3,,,
OCE645599,OCESN,"","Colmar - Metzeral",,3,,,
OCE645613,OCESN,"","Strasbourg - Kehl",,3,,,
OCE777849,OCESN,"","Strasbourg - Molsheim - Rothau - Saales - St Dié",,3,,,
OCE645627,OCESN,"","Mulhouse - Thann - Kruth",,3,,,
OCESN-87182667-87182568,OCESN,"","Lutterbach (Haut-Rhin) - Thann",,3,,,
OCE649575,OCESN,"","Mulhouse-Belfort",,3,,,
OCESN-87213421-87213470,OCESN,"","Soultz-sous-Forêts - Wissembourg",,3,,,
OCE629111,OCESN,"","Bordeaux - Hendaye - Irun",,2,,,
OCESN-87673004-87677005,OCESN,"","Bayonne - Hendaye",,3,,,
OCE629110,OCESN,"","Bordeaux - Arcachon",,2,,,
OCESN-87582668-87581009,OCESN,"","Arcachon - Bordeaux-St-Jean",,2,,,
OCESN-87673004-87672006,OCESN,"","Bayonne - Pau",,2,,,
OCE629113,OCESN,"","Bordeaux - Mont de Marsan",,3,,,
OCESN-87671016-87673103,OCESN,"","Mont-de-Marsan - Morcenx",,2,,,
OCESN-87581199-87581256,OCESN,"","Macau - Pauillac",,3,,,
OCE629112,OCESN,"","Bordeaux - Le Verdon",,2,,,
OCESN-87581389-87581199,OCESN,"","Le-Verdon - Macau",,3,,,
OCE629118,OCESN,"","St Mariens - Bordeaux",,2,,,
OCESN-87672139-87673202,OCESN,"","Coarraze-Nay - Dax",,3,,,
OCESN-87673202-87672006,OCESN,"","Dax - Pau",,2,,,
OCE629104,OCESN,"","Bordeaux - Dax - Tarbes",,2,,,
OCESN-87582668-87582478,OCESN,"","Arcachon - Biganos-Facture",,3,,,
OCESN-87594002-87594382,OCESN,"","Brive-la-Gaillarde - Condat-le-Lardin",,3,,,
OCESN-87594002-87595009,OCESN,"","Brive-la-Gaillarde - Périgueux",,2,,,
OCE629116,OCESN,"","Pau - Oloron - Bedous",,2,,,
OCE629107,OCESN,"","Bayonne - St Jean Pied de Port",,2,,,
OCESN-87673202-87677005,OCESN,"","Dax - Hendaye",,2,,,
OCESN-87584268-87584052,OCESN,"","Bergerac - Libourne",,3,,,
OCE629114,OCESN,"","Sarlat - Bergerac - Bordeaux",,2,,,
OCESN-87584268-87595827,OCESN,"","Bergerac - Sarlat",,3,,,
OCESN-87584441-87584474,OCESN,"","Lalinde - Trémolat",,3,,,
OCESN-87581009-87582775,OCESN,"","Bordeaux-St-Jean - Langon",,2,,,
OCE629108,OCESN,"","Bordeaux - Agen",,2,,,
OCESN-87586008-87581009,OCESN,"","Agen - Bordeaux-St-Jean",,2,,,
OCESN-87586008-87595009,OCESN,"","Agen - Périgueux",,2,,,
OCESN-87584052-87584508,OCESN,"","Libourne - St-Denis-de-Pile",,3,,,
OCE1069887,OCESN,"","Lyon - Le Puy",,3,,,
OCESN-87395814-87734699,OCESN,"","Clermont-Ferrand-sncf-P - Le Puy-en-Velay",,3,,,
OCESN-87641001-87734053,OCESN,"","Montluçon-Ville - Riom-Châtel-Guyon",,3,,,
OCESN-87641415-87641001,OCESN,"","Commentry - Montluçon-Ville",,2,,,
OCESN-87734251-87645002,OCESN,"","Arvant - Aurillac",,3,,,
OCESN-87645002-87645507,OCESN,"","Aurillac - Neussargues",,3,,,
OCESN-87734269-87734202,OCESN,"","Brioude - Issoire",,3,,,
OCESN-87395814-87641001,OCESN,"","Clermont-Ferrand-sncf-P - Montluçon-Ville",,3,,,
OCESN-87645002-87395814,OCESN,"","Aurillac - Clermont-Ferrand-sncf-P",,3,,,
OCESN-87734251-87395814,OCESN,"","Arvant - Clermont-Ferrand-sncf-P",,3,,,
OCESN-87645002-87594002,OCESN,"","Aurillac - Brive-la-Gaillarde",,2,,,
OCESN-87734459-87734475,OCESN,"","Pont-de-Dore - Thiers",,3,,,
OCESN-87734004-87734475,OCESN,"","Clermont-Ferrand - Thiers",,2,,,
OCESN-87645002-87613091,OCESN,"","Aurillac - Figeac",,3,,,
OCESN-87734004-87734426,OCESN,"","Clermont-Ferrand - Vertaizon",,3,,,
OCE726008,OCESN,"","Dijon - Nevers",,2,,,
OCE725925,OCESN,"","Decize - Nevers - Cosne",,2,,,
OCE725906,OCESN,"","Nevers - Paray - Lyon (Multi-Activités)",,3,,,
OCE725913,OCESN,"","Paris Bercy - Auxerre - Morvan",,2,,,
OCESN-87713040-87683268,OCESN,"","Dijon-Ville - Laroche-Migennes",,2,,,
OCESN-87713040-87713115,OCESN,"","Dijon-Ville - Les Laumes-Alésia",,2,,,
OCESN-87683268-87682302,OCESN,"","Laroche-Migennes - Montereau",,3,,,
OCESN-87725002-87713040,OCESN,"","Chalon-sur-Saône - Dijon-Ville",,2,,,
OCE725919,OCESN,"","Dijon - Bourg en Bresse (Multi-Activités)",,2,,,
OCE725917,OCESN,"","Dijon - Is sur Tille",,2,,,
OCE16,OCESN,"","Nantes - Redon - Rennes - St Malo",,2,,,
OCESN-87481002-87471003,OCESN,"","Nantes - Rennes",,2,,,
OCE18,OCESN,"","Nantes - Quimper - Brest",,2,,,
OCESN-87481002-87471300,OCESN,"","Nantes - Redon",,2,,,
OCESN-87476002-87474098,OCESN,"","Lorient - Quimper",,2,,,
OCESN-87476002-87474155,OCESN,"","Lorient - Rosporden",,3,,,
OCESN-87471300-87476606,OCESN,"","Redon - Vannes",,3,,,
OCESN-87476002-87476606,OCESN,"","Lorient - Vannes",,2,,,
OCESN-87476002-87471300,OCESN,"","Lorient - Redon",,3,,,
OCE10,OCESN,"","Dol - Dinan - Saint Brieuc - Lannion",,2,,,
OCE11,OCESN,"","Guingamp - Paimpol",,2,,,
OCE12,OCESN,"","Guingamp - Carhaix",,2,,,
OCESN-87473504-87473207,OCESN,"","Carhaix - Guingamp",,2,,,
OCESN-87481648-87471359,OCESN,"","Châteaubriant - Retiers",,3,,,
OCE9,OCESN,"","Morlaix - Roscoff",,2,,,
OCESN-87545756-87545707,OCESN,"","Châteaudun - Voves",,2,,,
OCE121,OCESN,"","Tours Chinon",,2,,,
OCE705738,OCESN,"","Tours - Nevers",,2,,,
OCE645596,OCESN,"","Commentry / Montluçon / Vierzon",,2,,,
OCESN-87543017-87543066,OCESN,"","Aubrais-(les) - Château-Gaillard",,3,,,
OCESN-87543017-87571000,OCESN,"","Aubrais-(les) - Tours",,3,,,
OCESN-87571794-87571000,OCESN,"","Port-Boulet - Tours",,3,,,
OCE120,OCESN,"","PARIS CHARTRES NOGENT",,2,,,
OCESN-87394007-87393256,OCESN,"","Chartres - La Verrière",,3,,,
OCESN-87393256-87394130,OCESN,"","La Verrière - Maintenon",,3,,,
OCE705613,OCESN,"","BUS Tx PARIS- TROYES - BELFORT",,3,,,
OCESN-87142125-87713040,OCESN,"","Culmont-Chalindrey - Dijon-Ville",,3,,,
OCE977881,OCESN,"","BUS CT CGV DIJON",,3,,,
OCESN-87174003-87171009,OCESN,"","Châlons-en-Champagne - Reims",,2,,,
OCE705641,OCESN,"","BUS TER CHARLEVILLE - GIVET",,3,,,
OCE705660,OCESN,"","BUS TX CGV - METZ",,3,,,
OCE977891,OCESN,"","BUS TX CHARLEVILLE - HIRSON",,3,,,
OCESN-87718007-87718544,OCESN,"","Besançon-Viotte - Le Valdahon",,2,,,
OCE334,OCESN,"","Belfort  Vesoul - Belfort  Epinal Nancy",,2,,,
OCESN-87743005-87718239,OCESN,"","Bourg-en-Bresse - Lons-le-Saunier",,3,,,
OCE646,OCESN,"","Perpignan-Villefranche",,2,,,
OCESN-87775288-87775007,OCESN,"","Alès - Nîmes",,2,,,
OCESN-87783001-87783241,OCESN,"","Millau - St-Chély-d'Apcher",,3,,,
OCESN-87615286-87615161,OCESN,"","Carcassonne - Limoux",,2,,,
OCESN-87615286-87615260,OCESN,"","Carcassonne - Quillan",,2,,,
OCESN-87734350-87783282,OCESN,"","Langogne - Marvejols",,3,,,
OCESN-87615286-87781104,OCESN,"","Carcassonne - Narbonne",,2,,,
OCESN-87597609-87592006,OCESN,"","Guéret - Limoges-Bénédictins",,2,,,
OCE104647,OCESN,"","LIMOGES - PERIGUEUX - BORDEAUX",,2,,,
OCESN-87693630-87592824,OCESN,"","Limoges-CIEL - St-Yrieix-la-Perche",,3,,,
OCESN-87594002-87592006,OCESN,"","Brive-la-Gaillarde - Limoges-Bénédictins",,2,,,
OCESN-87592121-87592006,OCESN,"","Eymoutiers-Vassiviere - Limoges-Bénédictins",,2,,,
OCESN-87592121-87594093,OCESN,"","Eymoutiers-Vassiviere - Ussel",,3,,,
OCE104652,OCESN,"","BRIVE - TULLE - USSEL - CLERMONT FD",,2,,,
OCESN-87594002-87594499,OCESN,"","Brive-la-Gaillarde - Tulle",,2,,,
OCESN-87594275-87594093,OCESN,"","Meymac - Ussel",,3,,,
OCE364,OCESN,"","Epinal - St-Dié",,2,,,
OCE331,OCESN,"","Metz - Béning - Sarreguemines",,2,,,
OCE357,OCESN,"","Nancy - Toul - Neufchâteau",,2,,,
OCE356,OCESN,"","Nancy - Pont-St-Vincent - Culmont-Chalindrey",,2,,,
OCE355,OCESN,"","Nancy - Bar le Duc - Reims",,2,,,
OCE360,OCESN,"","Metz - Bar le Duc - Reims",,2,,,
OCE358,OCESN,"","Luxembourg - Nancy - Epinal - Remiremont",,2,,,
OCE362,OCESN,"","Metz - Hagondange - Conflans-Jarny - Verdun",,2,,,
OCE330,OCESN,"","Sarreguemines - Sarre-Union",,2,,,
OCE329,OCESN,"","Longwy-Thionville-Bouzonville",,3,,,
OCE701660,OCESN,"","CGV-METZ (Multi)",,2,,,
OCESN-87175042-87141002,OCESN,"","Bar-le-Duc - Nancy-Ville",,2,,,
OCESN-87192666-87191114,OCESN,"","Conflans-Jarny - Hagondange",,2,,,
OCESN-87192666-87192039,OCESN,"","Conflans-Jarny - Metz-Ville",,2,,,
OCESN-87192666-87175778,OCESN,"","Conflans-Jarny - Verdun",,2,,,
OCESN-87192039-87175778,OCESN,"","Metz-Ville - Verdun",,2,,,
OCESN-87191114-87175778,OCESN,"","Hagondange - Verdun",,3,,,
OCESN-87192666-87192435,OCESN,"","Conflans-Jarny - Onville",,3,,,
OCESN-87192658-87192666,OCESN,"","Baroncourt - Conflans-Jarny",,3,,,
OCESN-87192666-87192468,OCESN,"","Conflans-Jarny - Pagny-sur-Moselle",,3,,,
OCESN-82001000-87192039,OCESN,"","Luxembourg - Metz-Ville",,3,,,
OCESN-87172007-87191007,OCESN,"","Charleville-Mézières - Thionville",,2,,,
OCESN-87141002-87144451,OCESN,"","Nancy-Ville - Remiremont",,2,,,
OCE288845,OCESN,"","Nancy-Verdun",,2,,,
OCE4621,OCESN,"","Toulouse / Rodez",,2,,,
OCE4620,OCESN,"","Toulouse / Mazamet",,2,,,
OCE4619,OCESN,"","Toulouse / Latour de Carol",,2,,,
OCESN-87611616-87611004,OCESN,"","Foix - Toulouse-Matabiau",,2,,,
OCESN-87594002-87611004,OCESN,"","Brive-la-Gaillarde - Toulouse-Matabiau",,2,,,
OCE4629,OCESN,"","Toulouse / Brive",,2,,,
OCE4626,OCESN,"","Toulouse / Luchon / Pau",,2,,,
OCE4630,OCESN,"","Toulouse / Agen / Bordeaux",,2,,,
OCESN-87611244-87611004,OCESN,"","Montauban-Ville-Bourbon - Toulouse-Matabiau",,2,,,
OCE4623,OCESN,"","Brive / Rodez",,3,,,
OCESN-87613109-87613422,OCESN,"","Capdenac - Rodez",,3,,,
OCESN-87444711-87444562,OCESN,"","Alençon - Surdon",,2,,,
OCE517,OCESN,"","Rouen Serqueux (GISORS) Amiens Lille (Le Tréport)",,2,,,
OCE697624,OCESN,"","ROUEN-AMIENS-DOUAI-LILLE (Multi)",,2,,,
OCESN-87413013-87413740,OCESN,"","Le Havre - Rolleville",,2,,,
OCESN-87413013-87413724,OCESN,"","Le Havre - Montivilliers",,2,,,
OCESN-87413344-87413013,OCESN,"","Bréauté-Beuzeville - Le Havre",,3,,,
OCESN-87413344-87413542,OCESN,"","Bréauté-Beuzeville - Fécamp",,2,,,
OCE645687,OCESN,"","ROUEN LE HAVRE",,2,,,
OCESN-87484303-87481002,OCESN,"","Cholet - Nantes",,2,,,
OCESN-87481440-87481002,OCESN,"","Clisson - Nantes",,0,,,
OCESN-87396002-87394296,OCESN,"","Le Mans - Nogent-le-Rotrou",,2,,,
OCESN-87396325-87396002,OCESN,"","La Ferté-Bernard - Le Mans",,3,,,
OCESN-87486019-87486449,OCESN,"","La Roche-sur-Yon - Les Sables-d'Olonne",,3,,,
OCESN-87478404-87471508,OCESN,"","Laval - Vitré",,3,,,
OCESN-87471003-87396408,OCESN,"","Rennes - Sablé-sur-Sarthe",,2,,,
OCESN-87484006-87471003,OCESN,"","Angers-St-Laud - Rennes",,3,,,
OCESN-87396408-87471508,OCESN,"","Sablé-sur-Sarthe - Vitré",,3,,,
OCESN-87481002-87471508,OCESN,"","Nantes - Vitré",,3,,,
OCESN-87484006-87487603,OCESN,"","Angers-St-Laud - Saumur",,3,,,
OCESN-87481002-87481283,OCESN,"","Nantes - Pornic",,2,,,
OCESN-87481002-87486571,OCESN,"","Nantes - St-Gilles-Croix-de-Vie",,2,,,
OCESN-87313874-87411017,OCESN,"","Amiens - Rouen-Rive-Droite",,2,,,
OCE973883,OCESN,"","AMIENS - LILLE CARS TRAVAUX",,3,,,
OCESN-87313759-87313510,OCESN,"","Abancourt - Beauvais-Gare-SNCF",,3,,,
OCE817880,OCESN,"","Amiens - Paris CARS TRAVAUX",,3,,,
OCE821848,OCESN,"","St Q-CL-GOU PN CARS TRAVAUX",,3,,,
OCE977946,OCESN,"","AMIENS - LAON - ST QUENTIN CARS TRAVAUX",,3,,,
OCE857850,OCESN,"","LAON-HIRSON TX",,3,,,
OCESN-87271593-87588954,OCESN,"","Crépy-en-Valois - Laon-Gare-Routière-Poma",,3,,,
OCE1037891,OCESN,"","PARIS-LAON",,3,,,
OCESN-87313510-87276469,OCESN,"","Beauvais-Gare-SNCF - Persan-Beaumont",,3,,,
OCE973909,OCESN,"","BEAUVAIS - LE TREPORT CARS TRAVAUX",,3,,,
OCE925885,OCESN,"","AMIENS-ABBEVILLE-CALAIS",,3,,,
OCE90,OCESN,"","Royan - Angoulême",,2,,,
OCESN-87583005-87491001,OCESN,"","Angoulême - Saintes",,2,,,
OCESN-87583005-87491803,OCESN,"","Angoulême - Royan",,2,,,
OCESN-87491803-87491001,OCESN,"","Royan - Saintes",,3,,,
OCE84,OCESN,"","La Rochelle - Bordeaux",,2,,,
OCE83,OCESN,"","La Rochelle Porte Dauphine - Saintes",,2,,,
OCESN-87437798-87485144,OCESN,"","La-Rochelle-Pt-Dauphine - Rochefort",,2,,,
OCE705965,OCESN,"","MARSEILLE/AVIGNON/ORANGE via RGC, ARS et CNV",,2,,,
OCE216736,OCESN,"","CARPENTRAS / AVIGNON TGV",,2,,,
OCE340,OCESN,"","MARSEILLE/AIX/PERTUIS",,2,,,
OCE705966,OCESN,"","MARSEILLE/MIRAMAS via PDB",,2,,,
OCESN-87763607-87763029,OCESN,"","Briançon - Valence-TGV",,3,,,
OCESN-87763029-87763300,OCESN,"","Valence-TGV - Veynes-Dévoluy",,3,,,
OCESN-87763003-87763029,OCESN,"","Gap - Valence-TGV",,3,,,
OCESN-87751404-87751362,OCESN,"","Aix-en-Provence - Pertuis",,3,,,
OCESN-87761841-87763029,OCESN,"","Die - Valence-TGV",,3,,,
OCESN-87761841-87763003,OCESN,"","Die - Gap",,3,,,
OCESN-87761783-87761247,OCESN,"","Crest - Livron",,3,,,
OCESN-87765008-87765107,OCESN,"","Avignon-Centre - Orange",,2,,,
OCESN-87755629-87755009,OCESN,"","Hyères - Toulon",,3,,,
OCESN-87761874-87763029,OCESN,"","Luc-en-Diois - Valence-TGV",,3,,,
OCESN-87755314-87755009,OCESN,"","La Pauline-Hyères - Toulon",,3,,,
OCESN-87765008-87761007,OCESN,"","Avignon-Centre - Valence-Ville",,2,,,
OCE889861,OCESN,"","Cars travaux SE - ROA",,3,,,
OCE709854,OCESN,"","Cars travaux VDR (05)",,3,,,
OCESN-87697136-87722587,OCESN,"","Lyon-Perrache-Gare-Rout - Vienne",,3,,,
OCESN-87764472-87764308,OCESN,"","Le Teil - Pierrelatte",,3,,,
OCESN-87761494-87556506,OCESN,"","St-Peray - Valence-Gare-Routière",,3,,,
OCESN-87765008-87698555,OCESN,"","Avignon-Centre - Le-Teil-Centre",,3,,,
OCESN-87697128-87761007,OCESN,"","Lyon-Part-Dieu-Gare-Rou - Valence-Ville",,3,,,
OCESN-87761247-87761494,OCESN,"","Livron - St-Peray",,3,,,
OCESN-87698555-87764308,OCESN,"","Le-Teil-Centre - Pierrelatte",,3,,,
OCESN-87697128-87722587,OCESN,"","Lyon-Part-Dieu-Gare-Rou - Vienne",,3,,,
OCE709853,OCESN,"","Cars travaux VCE GE (61)",,3,,,
OCESN-87335521-87761718,OCESN,"","Grenoble-Gare-Routière - St-Marcellin",,3,,,
OCESN-87697136-87723494,OCESN,"","Lyon-Perrache-Gare-Rout - St-André-le-Gaz",,3,,,
OCE889852,OCESN,"","Cars travaux Lyon Grenoble (01-62)",,3,,,
OCESN-87335521-87697128,OCESN,"","Grenoble-Gare-Routière - Lyon-Part-Dieu-Gare-Rou",,3,,,
OCESN-87741009-87697128,OCESN,"","Chambéry-Chal.-les-Eaux - Lyon-Part-Dieu-Gare-Rou",,3,,,
OCESN-87726729-87726000,OCESN,"","Firminy - St-Etienne-Châteaucreux",,3,,,
OCE889858,OCESN,"","Cars travaux LY - SE - FNY - LPU",,3,,,
OCE761847,OCESN,"","Cars TX LYD-CR-BSM",,3,,,
OCE725870,OCESN,"","Cars travaux Maurienne",,3,,,
OCE889853,OCESN,"","Cars travaux sillon alpin (02,60,50)",,3,,,
OCESN-87741009-87747006,OCESN,"","Chambéry-Chal.-les-Eaux - Grenoble",,2,,,
OCE797853,OCESN,"","cars tx  EVI AE ACY",,3,,,
OCE797854,OCESN,"","cars tx ACY SGB",,3,,,
OCE765846,OCESN,"","Cars travaux BGD-AE-EVI",,3,,,
OCESN-87745000-85010082,OCESN,"","Bellegarde-Gare - Genève",,3,,,
OCE801885,OCESN,"","SGB-VLO",,3,,,
OCESN-87746008-87746305,OCESN,"","Annecy - La Roche-sur-Foron",,2,,,
OCESN-87746784-87151589,OCESN,"","Chamonix-Mont-Blanc - Le Châtelard-Frontière",,3,,,
OCESN-87394007-87394494,OCESN,"","Chartres - Courtalain-St-Pellerin",,2,,,
OCEZW-87576025-87576215,OCESN,"","Romorantin-Blanc-Argent - Valençay",,2,,,
OCEZW-87576025-87543165,OCESN,"","Romorantin-Blanc-Argent - Salbris",,2,,,
