OCE396880,OCESN,Montluçon / Vichy,3
OCE572935,OCESN,Clermont Fd / St Etienne,3
OCE384852,OCESN,Clermont Fd / Le Puy (ligne 3),2
OCE384854,OCESN,Clermont Fd / Gannat / Commentry / Montluçon (ligne 8),2
OCE384853,OCESN,Clermont Fd / Aurillac (ligne 2),2
OCE532907,OCESN,Arlanc / Clermont Fd,3
OCE384857,OCESN,Clermont Fd / Riom / St Germain / Moulins / Nevers (ligne 9),2
OCE428859,OCESN,Clermont Fd / Montluçon,3
OCE540929,OCESN,Montluçon / St Amand,3
OCE540927,OCESN,Montluçon / St Germain,3
OCE424860,OCESN,St Eloy / Montluçon,3
OCESN-87641043-87420976,OCESN,Lapeyrouse(Puy-de-Dôme) - St-Eloy-les-Mines-Lycée,3
OCE464860,OCESN,Arvant / Millau,3
OCE460859,OCESN,Clermont Fd / Mauriac,3
OCESN-87641043-87641134,OCESN,Lapeyrouse(Puy-de-Dôme) - St-Gervais-Chateauneuf,3
OCE432860,OCESN,Riom / St Gervais,3
OCE456859,OCESN,Neussargues / Bort Les Orgues,3
OCE480859,OCESN,Neussargues / St Chély d'Apcher,3
OCE480864,OCESN,Vic Le Comte / Brioude,3
OCE484866,OCESN,St Georges / Langeac,3
OCE484868,OCESN,Arvant / Le Puy,3
OCESN-87734251-87734319,OCESN,Arvant - Langeac,3
OCESN-87734699-87734301,OCESN,Le Puy-en-Velay - St-Georges-d'Aurac,3
OCE484887,OCESN,Le Puy / Firminy,3
OCESN-87734251-87734699,OCESN,Arvant - Le Puy-en-Velay,3
OCE532896,OCESN,Ambert / Le Puy,3
OCE484888,OCESN,Firminy / Dunières,3
OCE556927,OCESN,Vichy / Arlanc,3
OCE452859,OCESN,Laqueuille / Ussel,3
OCE452861,OCESN,Laqueuille / Le Mont Dore,3
OCE420859,OCESN,Clermont Fd / Ussel,3
OCE725920,OCESN,Autun - Chagny - Chalon,3
OCE725923,OCESN,Nevers - Luzy,3
OCE725924,OCESN,Le Creusot - Etang - Autun,3
OCESN-87694570-87694141,OCESN,Autun - Etang,2
OCE925896,OCESN,Montbard - Avallon - Clamecy,3
OCE725914,OCESN,Sermizelles - Vezelay - Corbigny,3
OCE725930,OCESN,Nevers - Moulins,3
OCE725907,OCESN,Paray-le-Monial - Moulins-sur-Allier,3
OCE725908,OCESN,Digoin - Paray-le-Monial - Lozanne,3
OCESN-87142554-87713131,OCESN,Châtillon-sur-Seine - Montbard,3
OCE726010,OCESN,Avallon - Saulieu - Autun,3
OCE725918,OCESN,Seurre - Bourg-en-Bresse,3
OCE726013,OCESN,Is-sur-Tille - Culmont Chalindrey,3
OCE925891,OCESN,AUXERRE - AVALLON,3
OCE925892,OCESN,AUXERRE-CLAMECY-CORBIGNY,3
OCE869851,OCESN,Clamecy - Corbigny,3
OCESN-87476002-87476317,OCESN,Lorient - Quimperlé,3
OCESN-87474338-87473009,OCESN,Morlaix - St-Brieuc,3
OCESN-87414318-87397950,OCESN,Morlaix-Lycée-Corbière - Santec,3
OCESN-87474338-87474635,OCESN,Morlaix - Roscoff,3
OCESN-87474338-87397950,OCESN,Morlaix - Santec,3
OCESN-87473504-87414276,OCESN,Carhaix - Guiscriff-5-Chemins,3
OCESN-87473504-87474155,OCESN,Carhaix - Rosporden,3
OCESN-87473504-87473496,OCESN,Carhaix - Gourin,3
OCESN-87473504-87474676,OCESN,Carhaix - Scaer,3
OCESN-87481648-87471334,OCESN,Châteaubriant - Janzé,3
OCE3,OCESN,Châteaubriant - Rennes,2
OCESN-87471607-87478404,OCESN,Fougères - Laval,3
OCESN-87580944-87478404,OCESN,Fougères-Carnot - Laval,3
OCESN-87478164-87478073,OCESN,Dinan - Dol,2
OCESN-87576363-87576215,OCESN,Luçay-le-Male - Valençay,3
OCESN-87576025-87543165,OCESN,Romorantin-Blanc-Argent - Salbris,3
OCESN-87576173-87576215,OCESN,Faubourg-d'Orléans - Valençay,3
OCE701665,OCESN,BUS TER SEDAN-LA FERTE SUR CHIERS,3
OCE701664,OCESN,BUS TER CHALONS EN CHAMPAGNE -VERDUN,3
OCE701666,OCESN,BUS TER CHALONS-LANGRES,3
OCE701667,OCESN,BUS TER TROYES - CHAUMONT,3
OCE701668,OCESN,BUS TER TROYES - LAROCHES-MIGENNES,3
OCE701669,OCESN,BUS TER TROYES - NOGENT-SUR-SEINE,3
OCESN-87171926-87171009,OCESN,Champagne-Ardenne - Reims,2
OCE488859,OCESN,Aillevillers-Belfort,3
OCE492859,OCESN,Vesoul-Gray,3
OCE492861,OCESN,Vesoul-Culmont,3
OCE492860,OCESN,Gray-Culmont,3
OCE512869,OCESN,Besançon-Le Locle,3
OCE516894,OCESN,Dole-Saint Claude,3
OCE516889,OCESN,Mouchard-Lons Le Saunier,3
OCE516890,OCESN,Mouchard-Besançon,3
OCE516891,OCESN,Mouchard-Salins les Bains,3
OCE512871,OCESN,Frasne-Pontarlier,3
OCE516880,OCESN,Frasne-Vallorbe,3
OCE488860,OCESN,Vesoul-Luxeuil les Bains,3
OCE140665,OCESN,ligne routière Alès Nîmes,3
OCE140664,OCESN,ligne routière Nîmes Le Grau du Roi,3
OCE140660,OCESN,ligne routière La Bastide Langogne Mende,3
OCE140658,OCESN,ligne routière Montpellier Millau St Affrique,3
OCE140657,OCESN,ligne routière St Chély Millau,3
OCE140656,OCESN,ligne routière Mende Clermont Ferrand,3
OCE140661,OCESN,ligne routière Mende Le Puy,3
OCE140659,OCESN,ligne routière Mende Marvejols St chély,3
OCE140662,OCESN,ligne routière Carcassonne Quillan,3
OCE144650,OCESN,ligne routière Béziers Bédarieux,3
OCE532920,OCESN,Montluçon - Guéret,3
OCE532923,OCESN,Ussel - Brive,3
OCESN-87594168-87594499,OCESN,Egletons - Tulle,3
OCE572944,OCESN,Ussel - Bort les Orgues,3
OCESN-87141523-87141622,OCESN,Pont-St-Vincent - Praye-sous-Vaudémont,3
OCESN-87141002-87144279,OCESN,Nancy-Ville - Vittel,3
OCESN-87144212-87141002,OCESN,Mirecourt - Nancy-Ville,3
OCESN-87144287-87141002,OCESN,Contrexéville - Nancy-Ville,3
OCESN-87144212-87144279,OCESN,Mirecourt - Vittel,3
OCESN-87144287-87144212,OCESN,Contrexéville - Mirecourt,3
OCESN-87142497-87144212,OCESN,Damblain - Mirecourt,3
OCESN-87144287-87142497,OCESN,Contrexéville - Damblain,3
OCESN-87142125-87141002,OCESN,Culmont-Chalindrey - Nancy-Ville,3
OCESN-87144055-87144212,OCESN,Charmes (Vosges) - Mirecourt,3
OCESN-87405993-87141002,OCESN,Mirecourt (Lycée Agric) - Nancy-Ville,3
OCE669704,OCESN,Car CULMONT CHALINDREY - NANCY,3
OCE629078,OCESN,Car SARREGUEMINES - BENING,3
OCE625078,OCESN,Car SARREBOURG-IGNEY AVRICOURT-LUNEVILLE,3
OCESN-87407064-87215012,OCESN,Igney (Centre) - Sarrebourg,3
OCE629083,OCESN,Car LONGWY - LONGUYON,3
OCE637120,OCESN,Car LONGUYON - MONTMEDY,3
OCESN-87194274-87194001,OCESN,Longuyon - Longwy,2
OCE637181,OCESN,Car SARREBOURG - MORHANGE,3
OCE625077,OCESN,Car REMILLY - MORHANGE,3
OCE637164,OCESN,Car NANCY - NEUFCHATEAU,3
OCE637174,OCESN,Car CREUTZWALD - THIONVILLE,3
OCESN-87406744-87191007,OCESN,Distroff (Eglise) - Thionville,3
OCE621078,OCESN,Car THIONVILLE - APACH,3
OCE637136,OCESN,Car SARREBOURG - SARREGUEMINES,3
OCE637111,OCESN,Car NANCY - METZ,3
OCE180690,OCESN,Bus 4706+4708 Gaillac Laguépie Figeac,3
OCE180687,OCESN,Bus 4709 4711 Toulouse Albi Carmaux Rodez,3
OCE180691,OCESN,Bus 4705 (TE) Villefranche de R (FIG) (BLG) Aubin Viviez Decazeville Rodez,3
OCE180689,OCESN,Bus 4710 4707 (Brive) Gramat Figeac Rodez,3
OCE180696,OCESN,Bus 4703 4702 4701 (TE) Montauban Cahors Brive,3
OCE180697,OCESN,Bus 4713 (TE) Castelsarrasin Agen,3
OCE180698,OCESN,Bus 4712 Toulouse Mazamet,3
OCE180694,OCESN,Toulouse / Luchon / Pau,3
OCE180695,OCESN,Toulouse / Latour de Carol,3
OCESN-87695015-87611152,OCESN,Luchon-Richelieu - Montréjeau-Gourdan-Pol.,3
OCE180688,OCESN,Bus 4736 Rodez Séverac Millau St Rome de Cernon,3
OCE180692,OCESN,Bus 4737 (TE) Souillac (BLG) (RDZ) St Denis Près Martel (BLG),3
OCE697674,OCESN,CAR-LILLE-VALENCIENNES-AULNOYE-JEUMONT-VALENCIENNES-CAMBRAI,3
OCE697672,OCESN,CAR-LILLE-DON-BETHUNE-ST POL,3
OCE697681,OCESN,CAR-LILLE-DOUAI-VALENCIENNES-CAMBRAI,3
OCE697638,OCESN,CAR-AMIENS-BOULOGNE-CALAIS (Multi),3
OCESN-87342014-87342337,OCESN,Arras - St Pol sur Ternoise,2
OCESN-87345009-87343004,OCESN,Douai - Valenciennes,2
OCE368849,OCESN,Autocars Lison / St-Lô / Coutances / Folligny / Granville / Pontorson,3
OCESN-87447680-87447003,OCESN,Granville - St-Lô,3
OCE372846,OCESN,Autocars Argentan / Briouze / Bagnoles / Flers / Vire / Folligny / Granville,3
OCE587,OCESN,Le Mans / Alençon / Argentan  / Caen,2
OCE372847,OCESN,Autocars L'Aigle / Surdon / Alençon,3
OCE583,OCESN,Lisieux / Trouville-Deauville / Dives-Cabourg,2
OCE616,OCESN,Rouen R.D. / Caen,2
OCE637207,OCESN,FECAMP BREAUTE ROUTIER REGULIER,3
OCESN-87484006-87484303,OCESN,Angers-St-Laud - Cholet,2
OCE1081887,OCESN,Cars Reguliers L 24  (Le Mans - Alençon),3
OCE669705,OCESN,"Cars Réguliers ""L 06""  (Nantes - Clisson – Cholet)",3
OCE669711,OCESN,"Cars Réguliers ""L 11""  (Nantes - St Gilles Croix de Vie)",3
OCE685636,OCESN,AMIENS - ALBERT / CAR,3
OCE985904,OCESN,FISMES-LA FERTE MILON,3
OCE685639,OCESN,BUSIGNY - ST QUENTIN / CAR,3
OCE977948,OCESN,ORRY - AMIENS / CARS,3
OCE685645,OCESN,CREIL - BEAUVAIS /CAR,3
OCE685640,OCESN,LAON - HIRSON / CAR,3
OCESN-87295063-87588954,OCESN,Hirson - Laon-Gare-Routière-Poma,3
OCE685648,OCESN,ABBEVILLE - LE TREPORT / CAR,3
OCESN-87317362-87317529,OCESN,Abbeville - Le Tréport-Mers-Les-B,2
OCE685647,OCESN,AMIENS - ABBEVILLE - RUE / CAR,3
OCE685642,OCESN,COMPIEGNE - TERGNIER /CAR,3
OCE685646,OCESN,BEAUVAIS - LE TREPORT / CAR,3
OCE572933,OCESN,Poitiers - Parthenay,3
OCE641480,OCESN,Châtellerault - Poitiers,3
OCE641479,OCESN,Niort - Mauzé,3
OCE641478,OCESN,Pons - Jonzac - Angoulême,3
OCE572938,OCESN,Chinon - Thouars,3
OCE592927,OCESN,Bressuire - Saumur,3
OCE572937,OCESN,Saumur - Les Sables D'Olonne,3
OCE140637,OCESN,ANNECY - GENEVE (Cars),3
OCE496868,OCESN,LY/BGD/GCO,3
OCE156699,OCESN,Lyon - (LTP - AMB) - Chambéry Routier,3
OCE156687,OCESN,Lyon - Annecy Routier,3
OCE252843,OCESN,CARS GE VCE,3
OCE252844,OCESN,CARS Grenoble Chambery,3
OCE160697,OCESN,Lyon - Grenoble Routier,3
OCE669574,OCESN,St Etienne Lyon routier,3
OCESN-87723197-87726000,OCESN,Lyon-Part-Dieu - St-Etienne-Châteaucreux,2
OCESN-87697128-87726000,OCESN,Lyon-Part-Dieu-Gare-Rou - St-Etienne-Châteaucreux,2
OCE232739,OCESN,Lyon St Paul - Lozanne Routier,3
OCE156701,OCESN,Lyon - Roanne Routier,3
OCE144649,OCESN,LYON - LOZANNE - PARAY-LE-MONIAL Routier,3
OCE156704,OCESN,St-Etienne - Montbrison Routier,3
OCE941883,OCESN,Diois,3
OCE140639,OCESN,GRENOBLE - ANNEMASSE/EVIAN (Cars),3
OCE260844,OCESN,cars St Etienne Valence,3
OCE140640,OCESN,LYON - CHAMONIX (Cars),3
OCE140642,OCESN,MODANE - GRENOBLE (Cars),3
OCE140641,OCESN,GRENOBLE - ANNONAY (Cars),3
OCE140638,OCESN,GRENOBLE - CHAMONIX (Cars),3
OCE496863,OCESN,Grenoble Aubenas,3
OCE140643,OCESN,BOURG-ST-MAURICE - GRENOBLE (Cars),3
OCE140644,OCESN,CHAMBERY - CHAMONIX (Cars),3
OCE140645,OCESN,CHAMBERY:ANNECY - EVIAN (Cars),3
OCE140647,OCESN,BOURG-EN-BRESSE - CHAMBERY (Cars),3
OCE140646,OCESN,LYON - OYONNAX - ST-CLAUDE - MOREZ (Cars),3
OCE156695,OCESN,St-Claude - Oyonnax - Bourg - LPR Routier,3
OCE164703,OCESN,Lyon - Bourg-en-Bresse (via Villars) Routier,3
OCE160693,OCESN,(Aix) - Chambéry- Bourg-St-Maurice Routier,3
OCE140636,OCESN,BELLEGARDE - CHAMONIX (Cars),3
OCE160699,OCESN,Bellegarde - Evian Routier,3
OCE232738,OCESN,Mâcon - Lyon Routier,3
OCESN-87184002-87182063,OCESN,Belfort-Ville - Mulhouse,2
OCESN-87474007-87474098,OCENI,Brest - Quimper,3
OCESN-87474239-87474098,OCESN,Landerneau - Quimper,3
OCESN-87478164-87473009,OCESN,Dinan - St-Brieuc,2
OCESN-87478164-87473108,OCESN,Dinan - Lamballe,3
OCESN-87476689-87471300,OCESN,Malansac - Redon,3
OCESN-87476689-87476671,OCESN,Malansac - Questembert,3
OCESN-87471219-87471201,OCESN,Beslé - Fougeray-Langon,3
OCESN-87476671-87471300,OCESN,Questembert - Redon,3
OCESN-87295600-87295006,OCESN,Aulnoye Aymeries - Maubeuge,2
OCE697680,OCESN,CAR-BUSIGNY-AULNOYE-JEUMONT(p),3
OCE697630,OCESN,CAR-LILLE-DUNKERQUE,3
OCE697628,OCESN,CAR-ROUEN-AMIENS-DOUAI-LILLE (Multi),3
OCE697629,OCESN,CAR-ARRAS-HAZEBROUCK-DUNKERQUE,3
OCE697639,OCESN,CAR-LILLE-CALAIS,3
OCE697626,OCESN,CAR-LILLE-TOURCOING-MOUSCRON,3
OCE697676,OCESN,CAR-LILLE-VALENCIENNES-AULNOYE-HIRSO,3
OCESN-87317586-87317057,OCESN,Boulogne Ville - Rang du Fl. Verton Ber.,2
OCESN-87317362-87317586,OCESN,Abbeville - Boulogne Ville,3
OCESN-87295014-87295006,OCESN,Jeumont - Maubeuge,3
OCESN-87342006-87286302,OCESN,Béthune - Hazebrouck,3
OCE156689,OCESN,Lyon Ambérieu St Rambert en B,3
OCE156693,OCESN,Macon - Bourg-en-Bresse - Routier,3
OCE164707,OCESN,Grenoble - Gap - Briancon Routier,3
OCE168688,OCESN,Lyon St-Paul - Sain Bel Routier,3
OCE156710,OCESN,Villefranche - Lyon - Vienne Routier,3
OCE160703,OCESN,Bourg-en-Bresse - Ambérieu Routier,3
OCE160691,OCESN,Chambéry - Modane Routier,3
OCE156697,OCESN,Ambérieu - Chambéry Routier,3
OCE629126,OCESN,St Priest St Pierre de Chandieu,3
OCE156691,OCESN,St-Etienne - Roanne Routier,3
OCE140635,OCESN,CHAMBERY - AIX-LES-BAINS - ANNECY (Cars),3
OCE629127,OCESN,Communay Sérézin,3
OCESN-87571687-87571000,OCESN,Chinon - Tours,2
OCESN-87690172-87571000,OCESN,Chinon-Lycée-Rabelais - Tours,3
OCESN-87110338-87571000,OCESN,St Christophe / Nais C. - Tours,3
OCESN-87396606-87571000,OCESN,Château-du-Loir - Tours,3
OCE616936,OCESN,Droué-Courtalain-Chartres CAR,3
OCESN-87644005-87574558,OCESN,Mondoubleau-Rue-Leroy - Vendôme,3
OCESN-87314518-87684290,OCESN,Aubigny-sur-Nere-Mail - Gien,3
OCESN-87684290-87338574,OCESN,Gien - Montargis-OT,3
OCESN-87696146-87643932,OCESN,Cosne-sur-Loire - Sancerre-Porte-Cesar,3
OCESN-87576207-87453597,OCESN,Bourges - St-Florent-Sur-Cher-Gar,3
OCESN-87576207-87576322,OCESN,Bourges - St-Amand-Montrond-Orval,2
OCESN-87576207-87201541,OCESN,Bourges - Châteauroux Gare Rout.,3
OCESN-87576207-87304642,OCESN,Bourges - Issoudun-Place-de-la-G.,3
OCESN-87597062-87576009,OCESN,Issoudun - Vierzon,3
OCESN-87201541-87202481,OCESN,Châteauroux Gare Rout. - Poitiers-Gare-Routière,3
OCESN-87201608-87202481,OCESN,Le-Blanc-Pl-du-Bateau - Poitiers-Gare-Routière,3
OCESN-87543157-87576025,OCESN,Nouan-le-Fuzelier - Romorantin-Blanc-Argent,3
OCESN-87543140-87576025,OCESN,Lamotte-Beuvron - Romorantin-Blanc-Argent,3
OCESN-87643775-87543157,OCESN,Lamotte-Beuvron-College - Nouan-le-Fuzelier,3
OCESN-87543140-87689943,OCESN,Lamotte-Beuvron - Romorantin-Lycée-de-F,3
OCESN-87597120-87201541,OCESN,Argenton-sur-Creuse - Châteauroux Gare Rout.,3
OCESN-87597120-87689976,OCESN,Argenton-sur-Creuse - Châteauroux-Ly-B-Pascal,3
OCESN-87201541-87597153,OCESN,Châteauroux Gare Rout. - Eguzon,3
OCESN-87201541-87304642,OCESN,Châteauroux Gare Rout. - Issoudun-Place-de-la-G.,3
OCESN-87576025-87328195,OCESN,Romorantin-Blanc-Argent - Thesee,3
OCESN-87576025-87643825,OCESN,Romorantin-Blanc-Argent - St-Aignan-Lep,3
OCESN-87576025-87643833,OCESN,Romorantin-Blanc-Argent - St-Aignan-Pl-Wilson,3
OCESN-87571471-87571000,OCESN,Loches - Tours,3
OCESN-87597377-87201541,OCESN,Buzançais - Châteauroux Gare Rout.,3
OCESN-87201541-87571000,OCESN,Châteauroux Gare Rout. - Tours,3
OCESN-87644096-87689992,OCESN,Chatillon-Mail - Châteauroux-Charmilles,3
OCESN-87597401-87571471,OCESN,Clion-sur-Indre - Loches,3
OCESN-87644096-87201541,OCESN,Chatillon-Mail - Châteauroux Gare Rout.,3
OCESN-87201541-87571471,OCESN,Châteauroux Gare Rout. - Loches,3
OCESN-87571430-87009696,OCESN,Cormery - La Douzillère,3
OCESN-87571471-87571406,OCESN,Loches - Montbazon,3
OCESN-87337543-87571430,OCESN,Chambourg-Chopin - Cormery,3
OCESN-87644187-87644328,OCESN,Loches-Lycee-St-Denis - Truyes-St-Blaise,3
OCESN-87571430-87571471,OCESN,Cormery - Loches,3
OCESN-87571471-87280057,OCESN,Loches - TOURS LYCEE GRANDMONT,3
OCESN-87571422-87571471,OCESN,Esvres - Loches,3
OCESN-87689745-87571000,OCESN,Reignac-Bourg-Du-Fau - Tours,3
OCESN-87571471-87644310,OCESN,Loches - Truyes-Pl-Du-Souvenir,3
OCESN-87009696-87571414,OCESN,La Douzillère - Veigné,3
OCESN-87571471-87644328,OCESN,Loches - Truyes-St-Blaise,3
OCESN-87644179-87571000,OCESN,Loches-LEP - Tours,3
OCESN-87571430-87571000,OCESN,Cormery - Tours,3
OCESN-87597377-87689976,OCESN,Buzançais - Châteauroux-Ly-B-Pascal,3
OCESN-87571422-87009696,OCESN,Esvres - La Douzillère,3
OCESN-87688960-87571471,OCESN,Courcay-Eglise - Loches,3
OCESN-87644096-87689984,OCESN,Chatillon-Mail - Châteauroux-L-Giraudoux,3
OCESN-87644096-87571000,OCESN,Chatillon-Mail - Tours,3
OCESN-87402008-87576009,OCESN,Romorantin-BA-G.R. - Vierzon,3
OCESN-87402008-87437376,OCESN,Romorantin-BA-G.R. - Vierzon-Bibliothèque,3
OCESN-87574004-87574335,OCESN,Blois-Chambord - Limeray,3
OCESN-87545756-87545525,OCESN,Châteaudun - Dourdan,3
OCESN-87690248-87545525,OCESN,Châteaudun-LEP-Paulsen - Dourdan,3
OCESN-87137810-87571000,OCESN,Chartres-Gare-Routière - Tours,3
OCESN-87545756-87574558,OCESN,Châteaudun - Vendôme,3
OCESN-87571000-87574558,OCESN,Tours - Vendôme,2
OCESN-87137810-87545756,OCENI,Chartres-Gare-Routière - Châteaudun,3
OCESN-87545756-87571000,OCESN,Châteaudun - Tours,2
